word,emotion,accuracy
Homie,trust,0.391
Bagagem,trust,0.391
cubo,trust,0.391
rótulo,trust,0.383
aplaudit,trust,0.383
magro,trust,0.383
culinária,trust,0.383
maior,trust,0.383
Bartender,trust,0.383
crocante,trust,0.383
Faculdade,trust,0.383
calibrar,trust,0.383
recolher obrigatório,trust,0.383
fortuna,trust,0.383
recompensa,trust,0.383
inclinado,trust,0.383
reparação,trust,0.383
Encomiástico,trust,0.383
Series,trust,0.383
editado,trust,0.383
possuir,trust,0.383
algum dia,trust,0.383
palmas,trust,0.375
cobrir,trust,0.375
sexo,trust,0.375
ajustar,trust,0.375
ramalhete,trust,0.375
piquenique,trust,0.375
personalidades,trust,0.375
assessor,trust,0.375
diferenças,trust,0.375
em geral,trust,0.375
confederado,trust,0.375
desejos,trust,0.375
Cosmopolita,trust,0.367
manual,trust,0.367
dogma,trust,0.367
marinho,trust,0.367
bonito,trust,0.367
Nestlé,trust,0.367
guarnição,trust,0.367
trono,trust,0.367
Super estrela,trust,0.367
senado,trust,0.367
golfinho,trust,0.367
bolsa,trust,0.367
negar,trust,0.367
calcinha,trust,0.367
garantia,trust,0.367
medula,trust,0.367
barganha,trust,0.367
magnético,trust,0.367
inchar,trust,0.367
Jaxiliff,trust,0.367
periodicidade,trust,0.367
microscópio,trust,0.367
dinheiro,trust,0.359
verde,trust,0.359
letras,trust,0.359
Fender,trust,0.359
promoção,trust,0.359
dança,trust,0.359
falange,trust,0.359
privilegiado,trust,0.359
credor hipotecário,trust,0.359
bumerangue,trust,0.359
Eulógio,trust,0.359
Roadster,trust,0.359
chamadas,trust,0.359
circunstâncias,trust,0.359
pé,trust,0.359
rígido,trust,0.359
vulnerável,trust,0.359
desaparecer,trust,0.359
Aga,trust,0.359
máxima,trust,0.359
sugerir,trust,0.352
banqueiro,trust,0.352
crescendo,trust,0.352
administrativo,trust,0.352
laser,trust,0.352
mostrar,trust,0.352
delírio,trust,0.352
fusível,trust,0.352
enquete,trust,0.352
táticas,trust,0.352
vedações,trust,0.352
Fonte,trust,0.352
advogado,trust,0.352
axiomático,trust,0.352
suporte,trust,0.344
ronronar,trust,0.344
cláusula,trust,0.344
Parque infantil,trust,0.344
servo,trust,0.344
Dame,trust,0.344
renda,trust,0.344
pesar,trust,0.344
tratado,trust,0.344
Petit,trust,0.344
entretenimento,trust,0.344
quicar,trust,0.344
gritar,trust,0.344
aplaudir,trust,0.344
sem fim,trust,0.344
ópera,trust,0.336
estimativa,trust,0.336
lente,trust,0.336
giz para o cabelo,trust,0.336
legislatura,trust,0.336
ombro,trust,0.336
cimento,trust,0.336
comida,trust,0.336
reputação,trust,0.336
Carol,trust,0.336
condado,trust,0.336
cânones,trust,0.328
calculando,trust,0.328
execução,trust,0.328
jurar,trust,0.328
vestir,trust,0.328
teoria,trust,0.328
lutas,trust,0.328
você vai,trust,0.328
corporação,trust,0.328
zelo,trust,0.328
não oficial,trust,0.320
descartado,trust,0.320
auge,trust,0.320
interior,trust,0.320
Proxy,trust,0.320
preencher,trust,0.320
haste,trust,0.320
AkseSoris,trust,0.320
boné,trust,0.320
clerical,trust,0.320
sib,trust,0.320
pavimento,trust,0.320
viga,trust,0.320
mais sombrio,trust,0.320
gel para as mãos,trust,0.320
profilático,trust,0.312
comprimido,trust,0.312
spaniel,trust,0.312
vitela,trust,0.312
governamental,trust,0.312
Bruh,trust,0.312
Spa,trust,0.312
Smith,trust,0.312
imperfeições,trust,0.312
revendedor,trust,0.312
eremita,trust,0.305
exceção,trust,0.305
atriz,trust,0.305
segredo,trust,0.305
avisar,trust,0.305
presunção,trust,0.305
relógio de sol,trust,0.305
termômetro,trust,0.305
compras,trust,0.297
resistência,trust,0.297
presilha de cabelo,trust,0.297
pivô,trust,0.297
bajular,trust,0.297
alfinete,trust,0.297
cócegas,trust,0.297
dique,trust,0.297
Congressista,trust,0.297
mandarim,trust,0.297
Pith,trust,0.297
divã,trust,0.297
Chicane,trust,0.289
devido,trust,0.289
desafios,trust,0.289
entusiasmo,trust,0.289
panturrilha,trust,0.289
contagiosamente,trust,0.289
baixinha,trust,0.289
peso,trust,0.289
insolvente,trust,0.289
máquina,trust,0.289
Fiesta,trust,0.281
mula,trust,0.281
arrependimentos,trust,0.281
olho de peixe,trust,0.281
crédulo,trust,0.281
render,trust,0.281
negando,trust,0.281
flerte,trust,0.281
Congresso,trust,0.273
Viçoso,trust,0.273
celebridade,trust,0.273
conquistar,trust,0.273
ejaculação,trust,0.273
gordinho,trust,0.273
Jellylens,trust,0.273
recuar,trust,0.273
autismo,trust,0.273
vestir,trust,0.273
rejeição,trust,0.273
antifúngico,trust,0.266
fraqueza,trust,0.266
Khan,trust,0.266
caminhão,trust,0.266
moda,trust,0.266
Ouse,trust,0.258
acrobata,trust,0.258
zeloso,trust,0.258
amassado,trust,0.258
sopro,trust,0.258
derrotado,trust,0.258
segredo,trust,0.250
fabricação,trust,0.250
rota,trust,0.250
tristeza,trust,0.250
burocracia,trust,0.250
mesa,trust,0.242
obstáculo,trust,0.242
negação,trust,0.242
comerciante,trust,0.242
fardo,trust,0.234
amargura,trust,0.234
wot,trust,0.234
reforço,trust,0.234
alva,trust,0.234
Segredos,trust,0.234
crítica,trust,0.234
Mag,trust,0.234
"falhas, panes",trust,0.227
Shyt,trust,0.227
devastador,trust,0.227
rejeitar,trust,0.227
THRIFT,trust,0.227
cético,trust,0.227
imperfeições,trust,0.227
erótico,trust,0.219
risada,trust,0.219
inveja,trust,0.219
difamação,trust,0.219
esgueirando -se,trust,0.211
censurar,trust,0.211
batalhas,trust,0.211
desfeito,trust,0.211
penhor,trust,0.211
negado,trust,0.211
Coaxial,trust,0.203
sem esperança,trust,0.203
decepções,trust,0.203
whstupp,trust,0.203
enganando,trust,0.203
dúvida,trust,0.203
fosso,trust,0.203
duvidoso,trust,0.195
apagado,trust,0.195
alavanca,trust,0.195
yuk,trust,0.188
ehh,trust,0.188
ciúmes,trust,0.188
mal -humorado,trust,0.188
inseguranças,trust,0.180
negar,trust,0.180
enganar,trust,0.180
fraquezas,trust,0.180
viciado,trust,0.172
não confiável,trust,0.172
quebrar,trust,0.172
dúvidas,trust,0.172
inexplicável,trust,0.172
falsidade,trust,0.164
fugitivo,trust,0.141
erros,trust,0.133
isca,trust,0.133
divórcio,trust,0.133
canalha,trust,0.117
aaaaaaah,trust,0
aaaah,trust,0
surpresa,trust,0
abandono,trust,0
abandonado,trust,0
abandono,trust,0
diminuir,trust,0
redução,trust,0
Abba,trust,0
abreviar,trust,0
abreviação,trust,0
abdômen,trust,0
abdominal,trust,0
abdução,trust,0
aberrante,trust,0
aberração,trust,0
Auncora,trust,0
abominar,trust,0
aversão,trust,0
abominável,trust,0
residir,trust,0
habilidade,trust,0
abjeto,trust,0
ablação,trust,0
em chamas,trust,0
anormal,trust,0
a bordo,trust,0
morada,trust,0
abolir,trust,0
abolição,trust,0
abominável,trust,0
abominar,trust,0
abominação,trust,0
aborígene,trust,0
abortar,trust,0
aborto,trust,0
aborto,trust,0
abundante,trust,0
mencionado acima,trust,0
abrasão,trust,0
fora do país,trust,0
revogar,trust,0
abrupto,trust,0
abruptamente,trust,0
abscesso,trust,0
ausência,trust,0
ausente,trust,0
ausente,trust,0
absentismo,trust,0
absinto,trust,0
absoluto,trust,0
absorvido,trust,0
absorvente,trust,0
absorvente,trust,0
absorção,trust,0
abster -se,trust,0
abstenção,trust,0
abstinência,trust,0
abstrato,trust,0
abstração,trust,0
absurdo,trust,0
absurdo,trust,0
abundante,trust,0
Abuso,trust,0
Acenda,trust,0
Aby,trust,0
abismal,trust,0
abismo,trust,0
Academia,trust,0
aderir,trust,0
acelerar,trust,0
aceleração,trust,0
sotaque,trust,0
acentuar,trust,0
aceitável,trust,0
aceitações,trust,0
acesso,trust,0
acessível,trust,0
adesão,trust,0
acessório,trust,0
acidente,trust,0
acidental,trust,0
acidentalmente,trust,0
acomodar,trust,0
alojamento,trust,0
acompanhar,trust,0
acompanhante,trust,0
cúmplice,trust,0
concluir,trust,0
realizado,trust,0
realização,trust,0
conformidade,trust,0
acordeão,trust,0
contabilidade,trust,0
acreção,trust,0
acumular,trust,0
Accueil,trust,0
acumular,trust,0
acumulação,trust,0
precisão,trust,0
amaldiçoado,trust,0
acusação,trust,0
acusativo,trust,0
acusado,trust,0
acusador,trust,0
acusando,trust,0
acostumado,trust,0
ás,trust,0
acético,trust,0
dor,trust,0
alcanço,trust,0
dolorido,trust,0
ácido,trust,0
acidez,trust,0
reconhecer,trust,0
reconhecido,trust,0
reconhecimento,trust,0
acme,trust,0
acústico,trust,0
acústica,trust,0
familiarizar,trust,0
conhecido,trust,0
familiarizado,trust,0
aquiescência,trust,0
adquirir,trust,0
adquirir,trust,0
aquisição,trust,0
Aquisições,trust,0
cultura,trust,0
Acres,trust,0
agir,trust,0
atuando,trust,0
Ação,trust,0
acionável,trust,0
ativo,trust,0
atividade,trust,0
ator,trust,0
real,trust,0
realidade,trust,0
atuário,trust,0
acuidade,trust,0
perspicácia,trust,0
acupuntura,trust,0
agudamente,trust,0
adágio,trust,0
diamante,trust,0
adaptar,trust,0
adaptável,trust,0
adicionar,trust,0
adicionado,trust,0
termo aditivo,trust,0
adicionador,trust,0
vício,trust,0
Adição,trust,0
adicional,trust,0
aditivo,trust,0
endereço,trust,0
destinatário,trust,0
endereços,trust,0
adepto,trust,0
adequação,trust,0
adequado,trust,0
aderir,trust,0
aderência,trust,0
aderente,trust,0
adesão,trust,0
adesivo,trust,0
adeus,trust,0
adiposo,trust,0
adjacência,trust,0
adjacente,trust,0
adjetivo,trust,0
adjacente,trust,0
adiar,trust,0
adiamento,trust,0
adjudicar,trust,0
adjudicação,trust,0
adjunto,trust,0
ajustamento,trust,0
adjuvante,trust,0
administrador,trust,0
administração,trust,0
Almirantado,trust,0
admirador,trust,0
admissibilidade,trust,0
admissão,trust,0
admissão,trust,0
mistura,trust,0
admoestação,trust,0
alvoroço,trust,0
adobe,trust,0
adolescência,trust,0
adolescente,trust,0
adotar,trust,0
adoção,trust,0
adorável,trust,0
adorno,trust,0
adorno,trust,0
à deriva,trust,0
adulto,trust,0
adulterado,trust,0
adultério,trust,0
avançar,trust,0
Avançado,trust,0
avanço,trust,0
avançando,trust,0
vantagem,trust,0
vantajoso,trust,0
aventura,trust,0
aventureiro,trust,0
aventuras,trust,0
aventureiro,trust,0
adversário,trust,0
desfavoraveis,trust,0
adversidade,trust,0
anunciar,trust,0
anúncio,trust,0
anúncios,trust,0
Aviso,trust,0
égide,trust,0
aeração,trust,0
aéreo,trust,0
aeródromo,trust,0
aerodinâmica,trust,0
aeronáutica,trust,0
avião,trust,0
estética,trust,0
estética,trust,0
etiologia,trust,0
longe,trust,0
afável,trust,0
assunto,trust,0
afetando,trust,0
afetos,trust,0
afiche,trust,0
depoimento,trust,0
afiliado,trust,0
afiliação,trust,0
afinidade,trust,0
afirmação,trust,0
afirmativa,trust,0
afixo,trust,0
aflito,trust,0
aflito,trust,0
aflição,trust,0
afluência,trust,0
afluente,trust,0
dispor,trust,0
afronta,trust,0
longe,trust,0
Antes,trust,0
mencionado acima,trust,0
mencionado,trust,0
com medo,trust,0
de novo,trust,0
Aft,trust,0
After,trust,0
tarde,trust,0
sabor,trust,0
reflexão tardia,trust,0
Agape,trust,0
ágata,trust,0
idade,trust,0
envelhecido,trust,0
agência,trust,0
agente,trust,0
aglomeração,trust,0
agravado,trust,0
agrava,trust,0
agravante,trust,0
agravamento,trust,0
agregar,trust,0
agregação,trust,0
agressão,trust,0
agressivo,trust,0
agressivamente,trust,0
agressor,trust,0
agh,trust,0
horrorizado,trust,0
Aghhh,trust,0
ágil,trust,0
agilidade,trust,0
agitado,trust,0
agitação,trust,0
agnóstico,trust,0
atrás,trust,0
agonizante,trust,0
agonia,trust,0
agorafobia,trust,0
concordar,trust,0
agrícola,trust,0
agricultura,trust,0
encalhado,trust,0
Agua,trust,0
à frente,trust,0
Ahhh,trust,0
AHHHHHHHH,trust,0
ajuda,trust,0
auxiliando,trust,0
todos,trust,0
doente,trust,0
doença,trust,0
mirar,trust,0
sem objetivo,trust,0
ar,trust,0
Airbag,trust,0
transporte aéreo,trust,0
CIA aérea,trust,0
aviador,trust,0
avião,trust,0
aeroporto,trust,0
ares,trust,0
dirigível,trust,0
corredor,trust,0
ait,trust,0
entrevista,trust,0
alabastro,trust,0
alarme,trust,0
alarmante,trust,0
Infelizmente,trust,0
álbum,trust,0
alquimia,trust,0
álcool,trust,0
alcoolismo,trust,0
alcova,trust,0
alerta,trust,0
alerta,trust,0
Alertas,trust,0
alfafa,trust,0
álgebra,trust,0
algébrico,trust,0
algoritmo,trust,0
álibi,trust,0
estrangeiro,trust,0
alienar,trust,0
alienado,trust,0
alienação,trust,0
desembarque,trust,0
alinhado,trust,0
alinhamento,trust,0
parecido,trust,0
alimentação,trust,0
pensão alimentícia,trust,0
alíquota,trust,0
alcalino,trust,0
Alcalóides,trust,0
Allay,trust,0
alegação,trust,0
alega,trust,0
alegou,trust,0
alegórico,trust,0
alegoria,trust,0
Allegro,trust,0
aliviar,trust,0
alívio,trust,0
beco,trust,0
jacaré,trust,0
distribuir,trust,0
alocação,trust,0
alocar,trust,0
loteamento,trust,0
permitido,trust,0
mesada,trust,0
permitido,trust,0
Liga,trust,0
Allsmiles,trust,0
fascínio,trust,0
atraente,trust,0
alusão,trust,0
aluvial,trust,0
almanaque,trust,0
Todo -Poderoso,trust,0
ALUF,trust,0
Aloha,trust,0
sozinho,trust,0
ao lado,trust,0
distante,trust,0
em voz alta,trust,0
alfabeto,trust,0
alfabético,trust,0
Já já,trust,0
altar,trust,0
alterar,trust,0
alteração,trust,0
altercação,trust,0
alterado,trust,0
alternar,trust,0
alternativa,trust,0
altitude,trust,0
Alto,trust,0
completamente,trust,0
Alumnus,trust,0
alveolar,trust,0
amálgama,trust,0
amalgamação,trust,0
acumular,trust,0
amador,trust,0
surpreender,trust,0
Surpreensed,trust,0
espanto,trust,0
Surpreendentemente,trust,0
âmbar,trust,0
ambiente,trust,0
ambiguidade,trust,0
ambíguo,trust,0
âmbito,trust,0
ambicioso,trust,0
emboscada,trust,0
melhorar,trust,0
passível,trust,0
alteração,trust,0
alteração,trust,0
aleia,trust,0
amenidade,trust,0
ametista,trust,0
amável,trust,0
amigável,trust,0
entre,trust,0
em meio a,trust,0
amônia,trust,0
munição,trust,0
amnésia,trust,0
anistia,trust,0
amorfo,trust,0
quantia,trust,0
ampersand,trust,0
Anfetaminas,trust,0
anfíbio,trust,0
anfíbio,trust,0
anfiteatro,trust,0
amplificação,trust,0
amplificar,trust,0
amplitude,trust,0
amplamente,trust,0
amputação,trust,0
amuleto,trust,0
divertir,trust,0
divertido,trust,0
diversão,trust,0
divertido,trust,0
Ana,trust,0
Anaconda,trust,0
anestesia,trust,0
anestésico,trust,0
anal,trust,0
analgésico,trust,0
análogo,trust,0
análogo,trust,0
analogia,trust,0
análise,trust,0
analítico,trust,0
analisar,trust,0
analisador,trust,0
anarquismo,trust,0
anarquista,trust,0
anarquia,trust,0
anastomose,trust,0
anátema,trust,0
anatômico,trust,0
anatomia,trust,0
antepassado,trust,0
Ancestralidade,trust,0
âncora,trust,0
ancoragem,trust,0
ancestral,trust,0
auxiliar,trust,0
androgen,trust,0
anêmona,trust,0
um novo,trust,0
raiva,trust,0
irritado,trust,0
controle de raiva,trust,0
angina,trust,0
angiografia,trust,0
ângulo,trust,0
Angling,trust,0
mais irritado,trust,0
nervoso,trust,0
AngryTweet,trust,0
angústia,trust,0
angústia,trust,0
angular,trust,0
anidro,trust,0
animal,trust,0
animar,trust,0
animado,trust,0
animação,trust,0
antipatia,trust,0
animus,trust,0
tornozelo,trust,0
anuais,trust,0
anexo,trust,0
anexação,trust,0
anexo,trust,0
aniquilar,trust,0
aniquilado,trust,0
aniquilação,trust,0
anotar,trust,0
anotação,trust,0
anunciar,trust,0
anúncio,trust,0
irritar,trust,0
aborrecimento,trust,0
incomodado,trust,0
irritar,trust,0
chato,trust,0
irrita,trust,0
anuidade,trust,0
anular,trust,0
anular,trust,0
anulaçã,trust,0
anel,trust,0
unção,trust,0
anômalo,trust,0
anomalia,trust,0
anon,trust,0
anônimo,trust,0
responder,trust,0
respondendo,trust,0
formiga,trust,0
antagonismo,trust,0
antagonista,trust,0
antagônico,trust,0
ante,trust,0
antecedente,trust,0
antílope,trust,0
antena,trust,0
anterior,trust,0
hino,trust,0
antologia,trust,0
antraz,trust,0
antropologia,trust,0
antibiótico,trust,0
Antibióticos,trust,0
anticristo,trust,0
antecipar,trust,0
antecipação,trust,0
antecipatório,trust,0
antimônio,trust,0
antipatia,trust,0
antiquário,trust,0
antiquado,trust,0
Antiguidade,trust,0
antiguidade,trust,0
anti -social,trust,0
antítese,trust,0
Antitético,trust,0
antiviral,trust,0
Antler,trust,0
agitado,trust,0
bigorna,trust,0
ansiedade,trust,0
ataque de ansiedade,trust,0
ansioso,trust,0
aorta,trust,0
Empace,trust,0
apache,trust,0
apartamento,trust,0
apático,trust,0
apatia,trust,0
macaco,trust,0
abertura,trust,0
ápice,trust,0
pulgão,trust,0
um pedaço,trust,0
Aplomb,trust,0
apocalipse,trust,0
apocalíptico,trust,0
apologista,trust,0
desculpa,trust,0
apostasia,trust,0
apóstata,trust,0
apóstrofo,trust,0
assustador,trust,0
aparelho,trust,0
vestuário,trust,0
aparentemente,trust,0
aparição,trust,0
apelo,trust,0
aparência,trust,0
apaziguar,trust,0
recorrente,trust,0
acrescentar,trust,0
apêndice,trust,0
apendicite,trust,0
apêndice,trust,0
apetite,trust,0
Aperitivo,trust,0
maçã,trust,0
utensílio,trust,0
aparelhos,trust,0
Aplicabilidade,trust,0
aplicável,trust,0
candidato,trust,0
aplicativo,trust,0
aplicar,trust,0
nomear,trust,0
encontro,trust,0
compromissos,trust,0
RAÇÃO,trust,0
repartição,trust,0
avaliar,trust,0
apreciável,trust,0
estimado,trust,0
aprecia,trust,0
apreender,trust,0
apreensão,trust,0
apreensivo,trust,0
aprendizagem,trust,0
abordagem,trust,0
Aproximando,trust,0
apropriação,trust,0
aproximado,trust,0
aproximadamente,trust,0
aproximando -se,trust,0
aproximação,trust,0
Atualizações,trust,0
avental,trust,0
apt,trust,0
aptidão,trust,0
Aqua,trust,0
AQUAMARINE,trust,0
aquário,trust,0
aquático,trust,0
aqueduto,trust,0
aquoso,trust,0
arável,trust,0
arbitrar,trust,0
arbitragem,trust,0
mandril,trust,0
arco,trust,0
videogames,trust,0
arco,trust,0
arqueológico,trust,0
arqueólogo,trust,0
arqueologia,trust,0
arcaico,trust,0
arcebispo,trust,0
arqueado,trust,0
arqueiro,trust,0
tiro com arco,trust,0
arquétipo,trust,0
arquipélago,trust,0
arquiteto,trust,0
arquivo,trust,0
ártico,trust,0
ardente,trust,0
ardor,trust,0
árduo,trust,0
área,trust,0
arena,trust,0
aréola,trust,0
você está brincando,trust,0
você está brincando comigo,trust,0
argent,trust,0
Argh,trust,0
Arghh,trust,0
Arghhhh,trust,0
discutir,trust,0
argumento,trust,0
argumentação,trust,0
argumentativo,trust,0
argumentos,trust,0
árido,trust,0
aristocracia,trust,0
aristocrata,trust,0
aristocrático,trust,0
aritmética,trust,0
arca,trust,0
braço,trust,0
armada,trust,0
armamento,trust,0
armamentos,trust,0
armadura,trust,0
armado,trust,0
blindado,trust,0
braços,trust,0
exército,trust,0
aroma,trust,0
aromaterapia,trust,0
excitação,trust,0
despertar,trust,0
acusação,trust,0
arranjo,trust,0
arranjado,trust,0
arranjo,trust,0
variedade,trust,0
atrasados,trust,0
prender prisão,trust,0
chegada,trust,0
chegar,trust,0
arrogância,trust,0
arrogante,trust,0
seta,trust,0
Arsehole,trust,0
Arseholes,trust,0
Arsenal,trust,0
arsênico,trust,0
incêndio culposo,trust,0
arte,trust,0
artéria,trust,0
astuto,trust,0
artrópode,trust,0
Alcachofra,trust,0
artigo,trust,0
Artigos,trust,0
articular,trust,0
articulação,trust,0
artifício,trust,0
artilharia,trust,0
artesão,trust,0
artista,trust,0
artista,trust,0
artístico,trust,0
artistas,trust,0
obra de arte,trust,0
o mais cedo possível,trust,0
subir,trust,0
ascendência,trust,0
